date,DXY,GOLD,SILVER,TLT,IEF,HYG,LQD,EEM
2021-01-05,-0.00490738005543534,0.004105306838480871,0.010464000361710024,-0.007454755316264716,-0.002336541488393351,0.00034436257533076997,-0.003206857973665933,0.02375424315118746
2021-01-06,0.0010057143081239062,-0.023734105597418065,-0.021928114863908554,-0.020741499791828488,-0.005864910323407635,-0.001837895027616554,-0.008135724868084004,-0.008486708564290346
2021-01-07,0.0033452646131753028,0.0028278319590517853,0.008380651520219384,-0.008853454192530918,-0.003535867150284311,0.002869925322307232,-0.00014695026711919468,0.009424977464364659
2021-01-08,0.003001132054230027,-0.041752846956852,-0.10120250376335882,-0.0032330005709448884,-0.0028715998102599727,0.0014890248070944523,-0.0007364365479487489,0.02611039151476957
2021-01-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-11,0.0048716044407681736,0.008415501632621947,0.026375932344958386,-0.001653797605560392,-0.001946659930233352,-0.005394295908445201,-0.004281923397689624,-0.013618218457307929
2021-01-12,-0.005426646608110097,-0.003628955192789718,0.005728655005136307,-0.0007944096356755637,-0.00016980497979623976,0.0012652385185898396,0.0021430830509476806,0.009772447736183576
2021-01-13,0.0029938109510210253,0.005789249861382295,0.005343391476105186,0.011199174639436649,0.003469384603874026,0.0029835752173834607,0.007721188323953854,0.0021992818261002967
2021-01-14,-0.000886152385596084,-0.0017818664700346432,0.008816810084067317,-0.0094120156542008,-0.0022835739705548974,-0.0002292077809729065,-0.004331102187959068,0.009294020627066857
2021-01-15,0.005966219504508707,-0.011414407787474268,-0.03642804583416126,0.00395975060871212,0.0027054929243988113,-0.0016055801624137445,0.001543585988718732,-0.014249578992553857
2021-01-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-19,-0.00308913287561019,0.005560388855331944,0.018122744311221517,0.003222134577201885,0.0005908152555580415,0.0028658616627943445,0.001761611492931081,0.016423833404378474
2021-01-20,-0.0003315331753253048,0.014249727942710066,0.017839060733438217,0.0009844352826551273,0.00042186045654357684,0.0018294268958660709,-0.00029365756121357833,0.017404367471495874
2021-01-21,-0.0037652754357981877,-0.00032159925993369143,0.003413815544351717,-0.007042655845201473,-0.0014345946659455322,-0.0005710772838636302,-0.003968690295586441,0.00177696302116237
2021-01-22,0.001219721982224975,-0.005159967189823256,-0.011607668670820193,0.003231507691289437,0.0015186801164155384,-0.0019456524267420505,-0.0007364220649055397,-0.008738399987323842
2021-01-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-25,0.0016608709809142752,-0.0004311576432209918,-0.002707008225043328,0.011716378711756015,0.004039992942655779,0.0002291918930117376,0.004265210026626498,0.007494842256166923
2021-01-26,-0.0024368778527765755,-0.0022668798944573965,0.0029028502257832933,-0.001888578225186066,-0.00033634929787584866,-0.0014901093075003757,-7.369748095964468e-05,-0.00731563873930563
2021-01-27,0.005309196828380713,-0.0031388308031132794,-0.006011210777520759,0.0025395582607039557,0.0011757012700419622,-0.002871110781677899,-0.0017626278691924568,-0.02815046660670184
2021-01-28,-0.0020982001046014886,-0.003801459941890073,0.020786590199223465,-0.005543359420697058,-0.002605089052629239,0.0029860889801476276,-0.001618850223755075,0.00697511697300035
2021-01-29,0.001325704413947193,0.005101511241647927,0.037535858422185875,-0.006034097630508661,-0.001768271190364601,-0.00264147695784267,-0.0015474080535691215,-0.025191253030298455
2021-01-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-02-01,0.004845767364374254,0.0072813890080443144,0.0888003967879949,0.0011584106739954692,0.0012472913334553581,0.0032036974976747956,0.001971016172610973,0.026653420765236913
2021-02-02,0.0019756379108075706,-0.016417375444501836,-0.10816887390243268,-0.006468458449155001,-0.002529916669996801,0.002412443721668822,-0.002658067852425283,0.012884712773483464
2021-02-03,-0.0008775143366301918,0.000928250370819228,0.01855032246354149,-0.008912663784347075,-0.002452567443208764,0.0008031249290878506,-0.0023692425424544084,0.00503598702496566
2021-02-04,0.004489424778644668,-0.023916484486412593,-0.02467124580220581,-0.002676063030473408,-0.0003387296576002896,0.002061400925072121,0.0017032790096944694,0.0003587996812828287
2021-02-05,-0.005367793625701722,0.012223053284327712,0.029718375905522176,-0.008408555790570205,-0.0021194971056486267,0.0014864316371241415,-0.002666861455398184,0.00857142396217192
2021-02-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-02-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-02-08,-0.0012089973403579535,0.01152972018956877,0.020372966087397693,0.004381438449629016,0.0004246441723898542,0.002966937410441517,0.004293611573982226,0.00177663633480174
2021-02-09,-0.0054033086894520466,0.0018542895508142365,-0.006331199972750223,0.0007393661244172733,0.0007629578890133715,-0.0018246598964859473,-0.0015523153427041692,0.010593210596638425
2021-02-10,-0.0007742900980360901,0.0028836096711604142,-0.011823178210466967,0.00663172752606922,0.0025400061451570366,-0.00022837406303910512,0.0023643587959014667,0.0035063292095256493
2021-02-11,0.0005530773094148955,-0.008566387767498185,-0.0011826296179480167,-0.0054894766711468534,-0.0007614650470184614,0.00045646688554779047,-0.002660629782167412,0.010618947220786712
2021-02-12,0.0006634072933424662,-0.001809982026078849,0.010337630496406458,-0.012497430053113767,-0.0033054101097338418,0.001596567073977262,-0.003261637811651674,0.0008654112499155708
2021-02-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-02-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
