date,DXY,GOLD,SILVER,TLT,IEF,HYG,LQD,EEM
2021-01-04,89.87999725341797,1944.699951171875,27.284000396728516,133.75564575195312,104.75399017333984,65.96659088134766,113.48341369628906,46.27124786376953
2021-01-05,89.44000244140625,1952.699951171875,27.570999145507812,132.76223754882812,104.50951385498047,65.98931121826172,113.12007141113281,47.383544921875
2021-01-06,89.52999877929688,1906.9000244140625,26.972999572753906,130.0369110107422,103.89836883544922,65.8681411743164,112.2034912109375,46.983116149902344
2021-01-07,89.83000183105469,1912.300048828125,27.200000762939453,128.89071655273438,103.53164672851562,66.05744934082031,112.18700408935547,47.42802429199219
2021-01-08,90.0999984741211,1834.0999755859375,24.582000732421875,128.4746856689453,103.23477172851562,66.1558837890625,112.10441589355469,48.68269729614258
2021-01-09,90.0999984741211,1834.0999755859375,24.582000732421875,128.4746856689453,103.23477172851562,66.1558837890625,112.10441589355469,48.68269729614258
2021-01-10,90.0999984741211,1834.0999755859375,24.582000732421875,128.4746856689453,103.23477172851562,66.1558837890625,112.10441589355469,48.68269729614258
2021-01-11,90.54000091552734,1849.5999755859375,25.23900032043457,128.26239013671875,103.03400421142578,65.79998016357422,111.62541961669922,48.02421951293945
2021-01-12,90.05000305175781,1842.9000244140625,25.384000778198242,128.16053771972656,103.01651000976562,65.88328552246094,111.86489868164062,48.49583435058594
2021-01-13,90.31999969482422,1853.5999755859375,25.520000457763672,129.60389709472656,103.3745346069336,66.08014678955078,112.73197174072266,48.60260772705078
2021-01-14,90.23999786376953,1850.300048828125,25.746000289916992,128.38978576660156,103.13874053955078,66.06500244140625,112.2447738647461,49.056427001953125
2021-01-15,90.77999877929688,1829.300048828125,24.825000762939453,128.89918518066406,103.41815948486328,65.95901489257812,112.41816711425781,48.36235046386719
2021-01-16,90.77999877929688,1829.300048828125,24.825000762939453,128.89918518066406,103.41815948486328,65.95901489257812,112.41816711425781,48.36235046386719
2021-01-17,90.77999877929688,1829.300048828125,24.825000762939453,128.89918518066406,103.41815948486328,65.95901489257812,112.41816711425781,48.36235046386719
2021-01-18,90.77999877929688,1829.300048828125,24.825000762939453,128.89918518066406,103.41815948486328,65.95901489257812,112.41816711425781,48.36235046386719
2021-01-19,90.5,1839.5,25.27899932861328,129.315185546875,103.47927856445312,66.1483154296875,112.61637878417969,49.163204193115234
2021-01-20,90.47000122070312,1865.9000244140625,25.733999252319336,129.4425506591797,103.52294158935547,66.26943969726562,112.58331298828125,50.02634811401367
2021-01-21,90.12999725341797,1865.300048828125,25.82200050354004,128.5341339111328,103.3745346069336,66.23160552978516,112.13739013671875,50.11532211303711
2021-01-22,90.23999786376953,1855.699951171875,25.52400016784668,128.95016479492188,103.53164672851562,66.10286712646484,112.05484008789062,49.67930221557617
2021-01-23,90.23999786376953,1855.699951171875,25.52400016784668,128.95016479492188,103.53164672851562,66.10286712646484,112.05484008789062,49.67930221557617
2021-01-24,90.23999786376953,1855.699951171875,25.52400016784668,128.95016479492188,103.53164672851562,66.10286712646484,112.05484008789062,49.67930221557617
2021-01-25,90.38999938964844,1854.9000244140625,25.454999923706055,130.46987915039062,103.95075988769531,66.1180191040039,112.53379821777344,50.05303955078125
2021-01-26,90.16999816894531,1850.699951171875,25.52899932861328,130.2237091064453,103.91580200195312,66.01956939697266,112.52550506591797,49.68820571899414
2021-01-27,90.6500015258789,1844.9000244140625,25.375999450683594,130.55484008789062,104.03804779052734,65.83029174804688,112.32733917236328,48.308963775634766
2021-01-28,90.45999908447266,1837.9000244140625,25.909000396728516,129.8331298828125,103.76737213134766,66.02716064453125,112.14564514160156,48.64710235595703
2021-01-29,90.58000183105469,1847.300048828125,26.899999618530273,129.05206298828125,103.58404541015625,65.85298156738281,111.97224426269531,47.436927795410156
2021-01-30,90.58000183105469,1847.300048828125,26.899999618530273,129.05206298828125,103.58404541015625,65.85298156738281,111.97224426269531,47.436927795410156
2021-01-31,90.58000183105469,1847.300048828125,26.899999618530273,129.05206298828125,103.58404541015625,65.85298156738281,111.97224426269531,47.436927795410156
2021-02-01,91.0199966430664,1860.800048828125,29.398000717163086,129.20164489746094,103.71332550048828,66.06429290771484,112.19316101074219,48.718284606933594
2021-02-02,91.19999694824219,1830.5,26.384000778198242,128.3686065673828,103.4512710571289,66.22386169433594,111.89533996582031,49.350067138671875
2021-02-03,91.12000274658203,1832.199951171875,26.878000259399414,127.22958374023438,103.19786071777344,66.27706909179688,111.63054656982422,49.599220275878906
2021-02-04,91.52999877929688,1788.9000244140625,26.222999572753906,126.88956451416016,103.16291046142578,66.41383361816406,111.82084655761719,49.61701965332031
2021-02-05,91.04000091552734,1810.9000244140625,27.013999938964844,125.82707977294922,102.94448852539062,66.51262664794922,111.52303314208984,50.04413604736328
2021-02-06,91.04000091552734,1810.9000244140625,27.013999938964844,125.82707977294922,102.94448852539062,66.51262664794922,111.52303314208984,50.04413604736328
2021-02-07,91.04000091552734,1810.9000244140625,27.013999938964844,125.82707977294922,102.94448852539062,66.51262664794922,111.52303314208984,50.04413604736328
2021-02-08,90.93000030517578,1831.9000244140625,27.56999969482422,126.37959289550781,102.98821258544922,66.71025848388672,112.00289916992188,50.13312530517578
2021-02-09,90.44000244140625,1835.300048828125,27.395999908447266,126.47306823730469,103.06681823730469,66.5886459350586,111.82917022705078,50.66701889038086
2021-02-10,90.37000274658203,1840.5999755859375,27.073999404907227,127.31459045410156,103.32894134521484,66.57344055175781,112.09388732910156,50.84498596191406
2021-02-11,90.41999816894531,1824.9000244140625,27.04199981689453,126.61761474609375,103.25028991699219,66.60383605957031,111.7960433959961,51.38778305053711
2021-02-12,90.4800033569336,1821.5999755859375,27.322999954223633,125.0450668334961,102.9095687866211,66.71025848388672,111.43199920654297,51.432273864746094
2021-02-13,90.4800033569336,1821.5999755859375,27.322999954223633,125.0450668334961,102.9095687866211,66.71025848388672,111.43199920654297,51.432273864746094
2021-02-14,90.4800033569336,1821.5999755859375,27.322999954223633,125.0450668334961,102.9095687866211,66.71025848388672,111.43199920654297,51.432273864746094
2021-02-15,90.4800033569336,1821.5999755859375,27.322999954223633,125.0450668334961,102.9095687866211,66.71025848388672,111.43199920654297,51.432273864746094
2021-02-16,90.51000213623047,1797.199951171875,27.319000244140625,123.14105224609375,102.16696166992188,66.60383605957031,110.64595031738281,51.55684280395508
2021-02-17,90.94999694824219,1771.0999755859375,27.31399917602539,123.92306518554688,102.23681640625,66.58106994628906,111.20030212402344,51.574649810791016
2021-02-18,90.58999633789062,1773.4000244140625,27.07699966430664,123.42159271240234,102.22808837890625,66.48985290527344,110.98519134521484,50.86278533935547
2021-02-19,90.36000061035156,1775.800048828125,27.25200080871582,121.78094482421875,101.81745910644531,66.49744415283203,110.1826400756836,51.192020416259766
2021-02-20,90.36000061035156,1775.800048828125,27.25200080871582,121.78094482421875,101.81745910644531,66.49744415283203,110.1826400756836,51.192020416259766
2021-02-21,90.36000061035156,1775.800048828125,27.25200080871582,121.78094482421875,101.81745910644531,66.49744415283203,110.1826400756836,51.192020416259766
2021-02-22,90.01000213623047,1806.699951171875,28.08300018310547,120.85448455810547,101.6514663696289,66.29229736328125,109.49595642089844,49.68820571899414
2021-02-23,90.16999816894531,1804.4000244140625,27.68600082397461,120.5060043334961,101.73011016845703,66.45184326171875,109.57867431640625,49.91065979003906
2021-02-24,90.18000030517578,1796.4000244140625,27.85700035095215,119.71554565429688,101.59031677246094,66.52023315429688,109.74412536621094,49.5903205871582
2021-02-25,90.12999725341797,1774.4000244140625,27.636999130249023,117.7604751586914,100.23609924316406,65.88947296142578,108.00665283203125,48.460235595703125
2021-02-26,90.93000030517578,1728.0999755859375,26.402000427246094,121.65357971191406,101.13604736328125,65.69190979003906,109.43803405761719,47.81066131591797
2021-02-27,90.93000030517578,1728.0999755859375,26.402000427246094,121.65357971191406,101.13604736328125,65.69190979003906,109.43803405761719,47.81066131591797
2021-02-28,90.93000030517578,1728.0999755859375,26.402000427246094,121.65357971191406,101.13604736328125,65.69190979003906,109.43803405761719,47.81066131591797
2021-03-01,91.04000091552734,1722.5,26.64699935913086,120.04678344726562,101.02238464355469,66.42937469482422,109.5449447631836,49.09201431274414
2021-03-02,90.79000091552734,1733.0999755859375,26.850000381469727,120.05535888671875,101.20597839355469,66.33023834228516,109.42062377929688,48.61151885986328
